Array,SimSub,AIC_TD,AIC_TDRS,AIC_Util,AIC_FourLR,RealAlpha,RealBeta,RealRho,RecAlpha,RecBeta,RecRho
20,9692,86.8264097417423,72.5546756115074,70.1280685643118,75.9543501515194,0.295753715179376,11.9789523364532,1.69730121504529,0.300794789359151,12.8000840042106,1.71485056234106
20,9693,108.11045840344,108.411912748231,109.859783431475,110.284854154832,0.671376106417074,6.70835387883775,1.28561096637118,0.683984256221119,4.85198951717066,0.889216684707454
20,9694,133.025770148267,123.080731672558,123.499936301504,125.072427847429,0.166975597880658,4.15238211272756,1.95708482118758,0.228523575919197,5.00364366969493,2.15814865767813
20,9695,138.039956233786,71.1364103883157,54.3163760386778,74.3398410356178,0.313316322593868,7.06986644653274,0.218826556583901,0.372103960059326,8.7792663020949,0.152829904359882
20,9696,154.08390566718,154.897180768828,154.273248423921,159.764489099065,0.577208815538162,0.862359790107249,2.34485837587167,0.237834578788774,1.14219170357283,2.07360967280822
20,9697,151.304745633876,142.824567832448,138.574057874659,146.827314037487,0.061711475008116,1.69393687957749,0.17583414827922,0.499934096116618,1.7343773137838,0.117400547577857
20,9698,121.088775141258,113.863706189475,115.960160614414,115.302750215311,0.12378197793326,8.60533688754338,1.60682595488023,0.162023976609679,6.4198663995583,1.57403484827682
20,9699,154.433695231921,154.576812347621,151.115319029156,158.85870518343,0.562557884615734,1.56629026464851,0.352732839232226,0.608832563882249,0.984067132233554,0.13868740151549
20,9700,152.466381370394,152.399316348837,150.378722407678,156.679969515371,0.343939713985028,1.96071126981806,2.0483369091704,0.334183641514303,1.71387026245423,2.11575834439387
20,9701,98.1628078563434,99.2029450711344,97.0785562080318,102.830992645849,0.664586997934716,10.3498053004173,1.3239586560379,0.65980154245156,7.74468434854428,1.31497839945043
